Close,Date
7244.7900390625,2017-02-17
7281.18994140625,2017-02-20
7282.68017578125,2017-02-21
7304.4501953125,2017-02-22
7335.56005859375,2017-02-23
7258.990234375,2017-02-24
7232.47021484375,2017-02-27
7212.08984375,2017-02-28
7170.7001953125,2017-03-01
7234.93994140625,2017-03-02
7247.1201171875,2017-03-03
7313.8701171875,2017-03-06
7294.52001953125,2017-03-07
7294.56005859375,2017-03-08
7295.4501953125,2017-03-09
7146.27001953125,2017-03-10
7233.08984375,2017-03-13
7261.75,2017-03-14
7253.7900390625,2017-03-15
7278.60009765625,2017-03-16
7345.02001953125,2017-03-17
7316.56982421875,2017-03-20
7323.31005859375,2017-03-21
7254.93017578125,2017-03-22
7301.02978515625,2017-03-23
7269.6201171875,2017-03-24
7245.97021484375,2017-03-27
7331.4599609375,2017-03-28
7324.0,2017-03-29
7332.58984375,2017-03-30
7311.72021484375,2017-03-31
7341.64990234375,2017-04-03
7446.490234375,2017-04-04
7584.2099609375,2017-04-05
7565.31982421875,2017-04-06
7583.75,2017-04-07
7617.91015625,2017-04-10
7601.39990234375,2017-04-11
7629.64013671875,2017-04-12
7588.52978515625,2017-04-17
7588.97998046875,2017-04-18
7522.97998046875,2017-04-19
7563.4501953125,2017-04-20
7578.16015625,2017-04-21
7588.8798828125,2017-04-24
7700.4599609375,2017-04-25
7726.4501953125,2017-04-26
7661.009765625,2017-04-27
7703.10009765625,2017-05-02
7682.259765625,2017-05-03
7755.75,2017-05-04
7841.990234375,2017-05-05
7962.330078125,2017-05-08
7923.5,2017-05-09
7794.169921875,2017-05-10
7816.39990234375,2017-05-11
7815.52978515625,2017-05-12
7772.93017578125,2017-05-15
7791.06982421875,2017-05-16
7826.52978515625,2017-05-17
7757.68994140625,2017-05-18
7767.6201171875,2017-05-19
7806.56982421875,2017-05-22
7812.14013671875,2017-05-23
7837.81982421875,2017-05-24
7871.64990234375,2017-05-25
7867.490234375,2017-05-26
7886.02978515625,2017-05-29
7860.77001953125,2017-05-30
7837.1201171875,2017-05-31
7927.490234375,2017-06-01
7907.66015625,2017-06-02
8001.3798828125,2017-06-05
7953.1201171875,2017-06-06
8002.31982421875,2017-06-07
7958.6298828125,2017-06-08
7990.240234375,2017-06-09
7917.89013671875,2017-06-13
7966.009765625,2017-06-14
7964.490234375,2017-06-15
7882.22021484375,2017-06-16
7943.75,2017-06-19
7917.85986328125,2017-06-20
7886.3701171875,2017-06-21
7858.33984375,2017-06-22
7814.169921875,2017-06-23
7876.3701171875,2017-06-27
7857.18017578125,2017-06-28
7788.06005859375,2017-06-29
7843.16015625,2017-06-30
7866.52001953125,2017-07-03
7833.9599609375,2017-07-04
7848.83984375,2017-07-05
7888.31005859375,2017-07-06
7889.330078125,2017-07-07
7837.47021484375,2017-07-10
7858.14013671875,2017-07-11
7938.3701171875,2017-07-12
7936.85009765625,2017-07-13
7885.89990234375,2017-07-14
7934.5,2017-07-17
7952.919921875,2017-07-18
7972.89990234375,2017-07-19
7904.33984375,2017-07-20
7989.72998046875,2017-07-21
7962.64013671875,2017-07-24
7971.72021484375,2017-07-25
8037.509765625,2017-07-26
8045.77978515625,2017-07-27
8071.47021484375,2017-07-28
8018.0498046875,2017-07-31
7906.60009765625,2017-08-01
7872.64990234375,2017-08-02
7876.66015625,2017-08-03
7932.81982421875,2017-08-04
7992.27001953125,2017-08-07
7986.509765625,2017-08-08
7985.830078125,2017-08-09
7966.25,2017-08-10
7928.43017578125,2017-08-11
7962.1201171875,2017-08-14
8009.41015625,2017-08-15
8046.58984375,2017-08-16
8072.75,2017-08-17
8016.72998046875,2017-08-18
8016.72998046875,2017-08-21
8015.93017578125,2017-08-22
7998.75,2017-08-23
8004.93017578125,2017-08-24
8015.14013671875,2017-08-25
7948.39013671875,2017-08-29
7956.72998046875,2017-08-30
7958.56982421875,2017-08-31
8049.35009765625,2017-09-05
7983.97021484375,2017-09-06
8022.97998046875,2017-09-07
8022.75,2017-09-08
8049.31005859375,2017-09-11
8053.8798828125,2017-09-13
8144.91015625,2017-09-14
8180.85009765625,2017-09-15
8294.1396484375,2017-09-18
8162.7001953125,2017-09-19
8219.3203125,2017-09-20
8286.8603515625,2017-09-21
8281.26953125,2017-09-22
8244.73046875,2017-09-25
8170.14013671875,2017-09-26
8221.919921875,2017-09-27
8156.0400390625,2017-09-28
8171.43017578125,2017-09-29
8256.2802734375,2017-10-02
8312.9296875,2017-10-03
8344.0498046875,2017-10-04
8294.009765625,2017-10-05
8310.8798828125,2017-10-06
8367.3798828125,2017-10-09
8398.0400390625,2017-10-10
8358.4697265625,2017-10-11
8402.8095703125,2017-10-12
8447.9404296875,2017-10-13
8497.740234375,2017-10-17
8431.73046875,2017-10-18
8487.3701171875,2017-10-19
8420.9501953125,2017-10-20
8348.3203125,2017-10-23
8279.919921875,2017-10-24
8303.349609375,2017-10-25
8267.919921875,2017-10-26
8295.9501953125,2017-10-27
8365.259765625,2017-10-30
8516.01953125,2017-11-02
8376.1298828125,2017-11-03
8523.0703125,2017-11-06
8521.8095703125,2017-11-07
8508.490234375,2017-11-08
8519.8203125,2017-11-09
8433.48046875,2017-11-10
8330.01953125,2017-11-13
8379.6396484375,2017-11-14
8273.4404296875,2017-11-15
8206.4404296875,2017-11-16
8311.080078125,2017-11-17
8321.98046875,2017-11-20
8289.1904296875,2017-11-21
8265.6796875,2017-11-22
8343.23046875,2017-11-23
8365.1103515625,2017-11-24
8361.6904296875,2017-11-27
8291.8798828125,2017-11-28
8254.0302734375,2017-11-29
8254.0302734375,2017-11-30
8144.02001953125,2017-12-01
8084.4501953125,2017-12-04
8093.6298828125,2017-12-05
8129.6201171875,2017-12-06
8174.93017578125,2017-12-07
8304.7001953125,2017-12-08
8358.5703125,2017-12-11
8334.0595703125,2017-12-12
8359.6103515625,2017-12-13
8461.0595703125,2017-12-14
8337.0400390625,2017-12-15
8422.8203125,2017-12-18
8365.9599609375,2017-12-19
8362.6103515625,2017-12-20
8378.2802734375,2017-12-21
8432.3095703125,2017-12-22
8490.91015625,2017-12-27
8535.08984375,2017-12-28
8558.419921875,2017-12-29
8724.1298828125,2018-01-03
8739.830078125,2018-01-04
8770.0,2018-01-05
8745.1201171875,2018-01-08
8923.7197265625,2018-01-09
8920.2900390625,2018-01-10
8813.25,2018-01-11
8814.6201171875,2018-01-12
8857.7197265625,2018-01-15
8865.1298828125,2018-01-16
8848.990234375,2018-01-17
8820.740234375,2018-01-18
8915.919921875,2018-01-19
8950.6201171875,2018-01-22
8999.01953125,2018-01-23
8920.23046875,2018-01-24
8999.169921875,2018-01-25
9041.2001953125,2018-01-26
9058.6201171875,2018-01-29
8910.48046875,2018-01-30
8764.009765625,2018-01-31
8738.7197265625,2018-02-01
8810.75,2018-02-02
8616.0,2018-02-05
8550.419921875,2018-02-06
8667.5595703125,2018-02-07
8645.080078125,2018-02-08
8503.6904296875,2018-02-09
8487.91015625,2018-02-12
8570.1396484375,2018-02-13
8598.1103515625,2018-02-14
8612.4404296875,2018-02-15
8710.2197265625,2018-02-19
8722.7001953125,2018-02-20
8613.650390625,2018-02-21
8515.5703125,2018-02-22
8467.5595703125,2018-02-23
8499.98046875,2018-02-26
8592.3798828125,2018-02-27
8475.2900390625,2018-02-28
8465.76953125,2018-03-01
8458.5703125,2018-03-02
8386.169921875,2018-03-05
8360.2197265625,2018-03-06
8404.6904296875,2018-03-07
8381.849609375,2018-03-08
8372.509765625,2018-03-09
8453.5,2018-03-12
8419.5703125,2018-03-13
8348.740234375,2018-03-14
8190.009765625,2018-03-15
8238.150390625,2018-03-16
8235.5400390625,2018-03-19
8059.60009765625,2018-03-20
7909.06982421875,2018-03-21
8124.4501953125,2018-03-22
7970.7998046875,2018-03-23
7932.3798828125,2018-03-26
8047.02978515625,2018-03-27
7979.830078125,2018-03-28
8039.4501953125,2018-04-02
8048.72021484375,2018-04-03
7997.669921875,2018-04-04
8022.16015625,2018-04-05
7945.66015625,2018-04-06
7934.68017578125,2018-04-10
7943.93017578125,2018-04-11
8043.06982421875,2018-04-12
7899.97998046875,2018-04-13
7870.25,2018-04-16
7723.39013671875,2018-04-17
7793.1298828125,2018-04-18
7682.240234375,2018-04-19
7726.72021484375,2018-04-20
7719.47021484375,2018-04-23
7600.35986328125,2018-04-24
7557.91015625,2018-04-25
7617.419921875,2018-04-26
7721.02001953125,2018-04-27
7819.25,2018-04-30
7736.06982421875,2018-05-02
7535.10009765625,2018-05-03
7546.18994140625,2018-05-04
7533.27978515625,2018-05-07
7577.56982421875,2018-05-08
7555.27001953125,2018-05-09
7571.0,2018-05-10
7752.10986328125,2018-05-11
7885.97021484375,2018-05-15
7869.56005859375,2018-05-16
7694.1201171875,2018-05-17
7672.27978515625,2018-05-18
7658.0498046875,2018-05-21
7646.2001953125,2018-05-22
7560.47021484375,2018-05-23
7652.52978515625,2018-05-24
7647.509765625,2018-05-25
7642.89990234375,2018-05-28
7602.35986328125,2018-05-29
7470.14013671875,2018-05-30
7497.169921875,2018-05-31
7630.259765625,2018-06-01
7579.60986328125,2018-06-04
7685.759765625,2018-06-05
7689.14013671875,2018-06-06
7803.31005859375,2018-06-07
7740.740234375,2018-06-08
7771.2998046875,2018-06-11
7602.97998046875,2018-06-13
7529.5400390625,2018-06-14
7414.10986328125,2018-06-18
7312.60986328125,2018-06-19
7261.6201171875,2018-06-20
7098.14990234375,2018-06-21
7063.2001953125,2018-06-22
6986.8798828125,2018-06-25
7007.2099609375,2018-06-26
7176.43017578125,2018-06-27
7066.56982421875,2018-06-28
7193.68017578125,2018-06-29
7227.9599609375,2018-07-02
7267.33984375,2018-07-03
7348.419921875,2018-07-04
7233.56982421875,2018-07-05
7186.7099609375,2018-07-06
7186.6201171875,2018-07-09
7233.2900390625,2018-07-10
7333.72998046875,2018-07-11
7350.580078125,2018-07-12
7399.18017578125,2018-07-13
7369.43994140625,2018-07-16
7381.68017578125,2018-07-17
7451.3701171875,2018-07-18
7387.8701171875,2018-07-19
7399.60986328125,2018-07-20
7376.7998046875,2018-07-23
7447.02001953125,2018-07-24
7514.0,2018-07-25
7665.85009765625,2018-07-26
7701.3798828125,2018-07-27
7773.31982421875,2018-07-30
7672.0,2018-07-31
7838.22021484375,2018-08-01
7759.5498046875,2018-08-02
7819.39013671875,2018-08-03
7817.31005859375,2018-08-06
7725.85009765625,2018-08-07
7851.4599609375,2018-08-08
7820.7099609375,2018-08-09
7804.97998046875,2018-08-10
7635.27001953125,2018-08-13
7527.77978515625,2018-08-14
7540.919921875,2018-08-15
7517.35986328125,2018-08-16
7583.52001953125,2018-08-17
7500.52978515625,2018-08-20
7632.259765625,2018-08-22
7804.02978515625,2018-08-23
7766.47021484375,2018-08-24
7844.60986328125,2018-08-28
7830.9599609375,2018-08-29
7853.16015625,2018-08-30
7855.7099609375,2018-08-31
7832.22021484375,2018-09-03
7881.81982421875,2018-09-04
7752.27001953125,2018-09-05
7638.7099609375,2018-09-06
7598.64013671875,2018-09-07
7596.14990234375,2018-09-10
7518.009765625,2018-09-11
7449.2001953125,2018-09-12
7517.3701171875,2018-09-13
7413.14990234375,2018-09-14
7413.56005859375,2018-09-17
7286.33984375,2018-09-18
7221.22998046875,2018-09-19
7134.72998046875,2018-09-20
7383.0,2018-09-21
7433.60986328125,2018-09-24
7332.169921875,2018-09-25
7268.2099609375,2018-09-26
7320.58984375,2018-09-27
7276.81982421875,2018-09-28
7222.080078125,2018-10-01
7132.35986328125,2018-10-02
7210.8701171875,2018-10-03
7093.33984375,2018-10-04
7078.2001953125,2018-10-05
7050.81982421875,2018-10-08
7059.3798828125,2018-10-09
7001.14013671875,2018-10-10
6884.3798828125,2018-10-11
7004.77001953125,2018-10-12
6926.509765625,2018-10-15
6987.02001953125,2018-10-16
7099.68017578125,2018-10-17
7141.25,2018-10-18
7151.52001953125,2018-10-19
7236.16015625,2018-10-22
7197.6201171875,2018-10-23
7129.419921875,2018-10-24
6966.83984375,2018-10-25
7064.330078125,2018-10-26
7109.02978515625,2018-10-29
7016.06005859375,2018-10-30
7140.2900390625,2018-10-31
7213.43994140625,2018-11-05
7180.10986328125,2018-11-06
7133.93017578125,2018-11-07
7006.5400390625,2018-11-08
6968.81982421875,2018-11-09
6926.2001953125,2018-11-12
6843.830078125,2018-11-13
6923.080078125,2018-11-14
6952.58984375,2018-11-15
7083.33984375,2018-11-16
7270.259765625,2018-11-19
7302.93994140625,2018-11-20
7265.4501953125,2018-11-21
7268.3798828125,2018-11-22
7340.18017578125,2018-11-23
7397.8701171875,2018-11-26
7413.6298828125,2018-11-27
7382.43017578125,2018-11-28
7367.85009765625,2018-11-29
